Base position	No. reads	Exon
108357470	110	20.0
108357471	90	20.0
108357472	90	20.0
108357473	110	20.0
108357474	110	20.0
108357475	110	20.0
108357476	56	20.0
108357477	56	20.0
108357478	56	20.0
108357479	56	20.0
108357480	56	20.0
108357481	56	20.0
108357482	56	20.0
108357483	56	20.0
108357484	56	20.0
108357485	56	20.0
108357486	56	20.0
108357487	72	20.0
108357488	72	20.0
108357489	72	20.0
108357490	72	20.0
108357491	72	20.0
108357492	72	20.0
108357493	72	20.0
108357494	72	20.0
108357495	72	20.0
108357496	72	20.0
108357497	110	20.0
108357498	110	20.0
108357499	132	20.0
108357500	132	20.0
108357501	132	20.0
108357502	132	20.0
108357503	132	20.0
108357504	132	20.0
108357505	90	20.0
108357506	56	20.0
108357507	56	20.0
108357508	56	20.0
108357509	56	20.0
108357510	56	20.0
108357511	56	20.0
108357512	42	20.0
108357513	42	20.0
108357514	42	20.0
108357515	42	20.0
108357516	42	20.0
108357517	42	20.0
108357518	56	20.0
108357519	56	20.0
108357520	56	20.0
108357521	56	20.0
108357522	56	20.0
108357523	56	20.0
108357524	56	20.0
108357525	56	20.0
108357526	72	20.0
108357527	90	20.0
108357528	110	20.0
108357529	110	20.0
108357530	110	20.0
108357531	132	20.0
108357532	156	20.0
108357533	156	20.0
108357534	156	20.0
108357535	156	20.0
108357536	156	20.0
108357537	156	20.0
108357538	156	20.0
108357539	156	20.0
108357540	156	20.0
108357541	132	20.0
108357542	132	20.0
108357543	132	20.0
108357544	132	20.0
108357545	132	20.0
108357546	132	20.0
108357547	132	20.0
108357548	132	20.0
108357549	132	20.0
108357550	132	20.0
108357551	132	20.0
108357552	132	20.0
108357553	132	20.0
108357554	132	20.0
108357555	132	20.0
108357556	132	20.0
108357557	132	20.0
108357558	132	20.0
108357559	132	20.0
108357560	132	20.0
108357561	110	20.0
108357562	110	20.0
108357563	110	20.0
108357564	156	20.0
108357565	156	20.0
108357566	182	20.0
108357567	182	20.0
108357568	182	20.0
108357569	210	20.0
108357570	210	20.0
108357571	156	20.0
108357572	156	20.0
108357573	132	20.0
108357574	132	20.0
108357575	132	20.0
108357576	132	20.0
108357577	132	20.0
108357578	132	20.0
108357579	132	20.0
108357580	132	20.0
108357581	132	20.0
108357582	132	20.0
108357583	132	20.0
108357584	132	20.0
108357585	132	20.0
108357586	132	20.0
108357587	132	20.0
108357588	132	20.0
108357589	132	20.0
108357590	132	20.0
108357591	132	20.0
108357592	110	20.0
108357593	156	20.0
108357594	156	20.0
108357595	156	20.0
108357596	156	20.0
108357597	156	20.0
108357598	156	20.0
108357599	156	20.0
108357600	132	20.0
108357601	132	20.0
108357602	110	20.0
108357603	110	20.0
108357604	110	20.0
108357605	72	20.0
108357606	72	20.0
108357607	72	20.0
108357608	110	20.0
108357609	110	20.0
108357610	110	20.0
108357611	110	20.0
108357612	110	20.0
108357613	110	20.0
108357614	72	20.0
108357615	90	20.0
108357616	90	20.0
108357617	90	20.0
108357618	90	20.0
108357619	90	20.0
108357620	90	20.0
108357621	90	20.0
108357622	72	20.0
108357623	72	20.0
108357624	72	20.0
108357625	72	20.0
108357626	72	20.0
108357627	72	20.0
108357628	72	20.0
108357629	72	20.0
108357630	72	20.0
108357631	72	20.0
108357632	72	20.0
108357633	72	20.0
108357634	72	20.0
108357635	72	20.0
108357636	72	20.0
108357637	72	20.0
108357638	72	20.0
108357639	72	20.0
108357640	72	20.0
108357641	56	20.0
108357642	56	20.0
108357643	42	20.0
108357644	42	20.0
108357645	42	20.0
108357646	42	20.0
108357647	42	20.0
108357648	42	20.0
108357649	42	20.0
108357650	42	20.0
108357651	42	20.0
108357652	42	20.0
108357653	42	20.0
108357654	42	20.0
108357655	42	20.0
108357656	42	20.0
108357657	56	20.0
108357658	56	20.0
108357659	72	20.0
108357660	72	20.0
108357661	90	20.0
108357662	90	20.0
108357663	90	20.0
108357664	90	20.0
108357665	72	20.0
108357666	72	20.0
108357667	90	20.0
108357668	72	20.0
108357669	72	20.0
108357670	72	20.0
108357671	72	20.0
108357672	110	20.0
108357673	110	20.0
108357674	132	20.0
108357675	132	20.0
108357676	110	20.0
108357677	110	20.0
108357678	110	20.0
108357679	110	20.0
108357680	110	20.0
108357681	110	20.0
108357682	72	20.0
108357683	90	20.0
108357684	90	20.0
108357685	90	20.0
108357686	90	20.0
108357687	90	20.0
108357688	90	20.0
108357689	90	20.0
108357690	72	20.0
108357691	72	20.0
108357692	72	20.0
108357693	72	20.0
108357694	72	20.0
108357695	72	20.0
108357696	72	20.0
108357697	72	20.0
108357698	72	20.0
108357699	72	20.0
108357700	72	20.0
108357701	72	20.0
108357702	72	20.0
108357703	72	20.0
108357704	72	20.0
108357705	72	20.0
108357706	90	20.0
108357707	90	20.0
108357708	90	20.0
108357709	90	20.0
108357710	90	20.0
108357711	110	20.0
108357712	110	20.0
108357713	110	20.0
108357714	110	20.0
108357715	110	20.0
108357716	110	20.0
108357717	110	20.0
108357718	110	20.0
108357719	110	20.0
108357720	110	20.0
108357721	110	20.0
108357722	182	20.0
108357723	182	20.0
108357724	182	20.0
108357725	182	20.0
108357726	182	20.0
108357727	182	20.0
108357728	182	20.0
108357729	182	20.0
108357730	210	20.0
108357731	210	20.0
108357732	182	20.0
108357733	132	20.0
108357734	132	20.0
108357735	90	20.0
108357736	90	20.0
108357737	90	20.0
108357738	90	20.0
108357739	90	20.0
108357740	90	20.0
108357741	72	20.0
108357742	72	20.0
108357743	72	20.0
108357744	72	20.0
108357745	72	20.0
108357746	72	20.0
108357747	72	20.0
108357748	56	20.0
108357749	72	20.0
108357750	90	20.0
108357751	90	20.0
108357752	90	20.0
108357753	90	20.0
108357754	90	20.0
108357755	90	20.0
108357756	90	20.0
108357757	90	20.0
108357758	90	20.0
108357759	90	20.0
108357760	90	20.0
108357761	110	20.0
108357762	110	20.0
108357763	110	20.0
108357764	110	20.0
108357765	110	20.0
108357766	110	20.0
108357767	110	20.0
108357768	110	20.0
108357769	110	20.0
108357770	110	20.0
108357771	182	20.0
108357772	132	20.0
108357773	132	20.0
108357774	132	20.0
108357775	240	20.0
108357776	240	20.0
108357777	240	20.0
108357778	240	20.0
108357779	210	20.0
108357780	210	20.0
108357781	210	20.0
108357782	210	20.0
108357783	210	20.0
108357784	182	20.0
108357785	182	20.0
108357786	182	20.0
108357787	182	20.0
108357788	182	20.0
108357789	182	20.0
108357790	182	20.0
108357791	182	20.0
108357792	182	20.0
108357793	182	20.0
108357794	182	20.0
108357795	182	20.0
108357796	156	20.0
108357797	156	20.0
108357798	156	20.0
108357799	156	20.0
108357800	156	20.0
108357801	156	20.0
108357802	156	20.0
108357803	156	20.0
108357804	156	20.0
108357805	132	20.0
108357806	132	20.0
108357807	132	20.0
108357808	132	20.0
108357809	132	20.0
108357810	132	20.0
108357811	156	20.0
108357812	156	20.0
108357813	156	20.0
108357814	156	20.0
108357815	156	20.0
108357816	156	20.0
108357817	156	20.0
108357818	156	20.0
108357819	156	20.0
108357820	132	20.0
108357821	132	20.0
108357822	132	20.0
108357823	110	20.0
108357824	72	20.0
108357825	132	20.0
108357826	132	20.0
108357827	156	20.0
108357828	156	20.0
108357829	156	20.0
108357830	156	20.0
108357831	132	20.0
108357832	156	20.0
108357833	156	20.0
108357834	182	20.0
108357835	182	20.0
108357836	156	20.0
108357837	156	20.0
108357838	156	20.0
108357839	156	20.0
108357840	156	20.0
108357841	156	20.0
108357842	156	20.0
108357843	156	20.0
108357844	156	20.0
108357845	156	20.0
108357846	132	20.0
108357847	132	20.0
108357848	110	20.0
108357849	56	20.0
108357850	56	20.0
108357851	56	20.0
108357852	56	20.0
108357853	56	20.0
108357854	56	20.0
108357855	56	20.0
108357856	56	20.0
108357857	56	20.0
108357858	56	20.0
108357859	56	20.0
108357860	56	20.0
108357861	56	20.0
108357862	56	20.0
108357863	56	20.0
108357864	56	20.0
108357865	56	20.0
108357866	56	20.0
108357867	56	20.0
108357868	56	20.0
108357869	56	20.0
108357870	56	20.0
108357871	56	20.0
108357872	90	20.0
108357873	110	20.0
108357874	110	20.0
108357875	110	20.0
108357876	110	20.0
108357877	110	20.0
108357878	182	20.0
108357879	182	20.0
108357880	182	20.0
108357881	182	20.0
108357882	182	20.0
108357883	182	20.0
108357884	182	20.0
108357885	182	20.0
108357886	156	20.0
108357887	156	20.0
108357888	156	20.0
108357889	156	20.0
108357890	156	20.0
108357891	156	20.0
108357892	182	20.0
108357893	182	20.0
108357894	182	20.0
108357895	182	20.0
108357896	182	20.0
108357897	182	20.0
108357898	182	20.0
108357899	110	20.0
108357900	110	20.0
108357901	110	20.0
108357902	90	20.0
108357903	90	20.0
108357904	90	20.0
108357905	90	20.0
108357906	90	20.0
108357907	72	20.0
108357908	56	20.0
108357909	56	20.0
108357910	56	20.0
108357911	56	20.0
108357912	56	20.0
108357913	56	20.0
108357914	56	20.0
108357915	56	20.0
108357916	56	20.0
108357917	56	20.0
108357918	56	20.0
108357919	56	20.0
108357920	72	20.0
108357921	72	20.0
108357922	72	20.0
108357923	72	20.0
108357924	72	20.0
108357925	72	20.0
108357926	72	20.0
108357927	72	20.0
108357928	72	20.0
108357929	72	20.0
108357930	72	20.0
108357931	72	20.0
108357932	90	20.0
108357933	110	20.0
108357934	110	20.0
108357935	110	20.0
108357936	110	20.0
108357937	110	20.0
108357938	132	20.0
108357939	132	20.0
108357940	132	20.0
108357941	132	20.0
108357942	132	20.0
108357943	132	20.0
108357944	132	20.0
108357945	132	20.0
108357946	90	20.0
108357947	72	20.0
108357948	90	20.0
108357949	132	20.0
108357950	132	20.0
108357951	132	20.0
108357952	132	20.0
108357953	72	20.0
108357954	72	20.0
108357955	72	20.0
108357956	72	20.0
108357957	72	20.0
108357958	72	20.0
108357959	72	20.0
108357960	72	20.0
108357961	72	20.0
108357962	72	20.0
108357963	90	20.0
108357964	90	20.0
108357965	90	20.0
108357966	90	20.0
108357967	72	20.0
108357968	72	20.0
108357969	72	20.0
108357970	72	20.0
108357971	72	20.0
108357972	72	20.0
108357973	72	20.0
108357974	72	20.0
108357975	72	20.0
108357976	90	20.0
108357977	90	20.0
108357978	90	20.0
108357979	90	20.0
108357980	90	20.0
108357981	90	20.0
108357982	90	20.0
108357983	90	20.0
108357984	90	20.0
108357985	90	20.0
108357986	90	20.0
108357987	90	20.0
108357988	90	20.0
108357989	90	20.0
108357990	90	20.0
108357991	90	20.0
108357992	72	20.0
108357993	72	20.0
108357994	72	20.0
108357995	72	20.0
108357996	72	20.0
108357997	72	20.0
108357998	72	20.0
108357999	72	20.0
108358000	72	20.0
108358001	72	20.0
108358002	72	20.0
108358003	90	20.0
108358004	90	20.0
108358005	90	20.0
108358006	72	20.0
108358007	56	20.0
108358008	56	20.0
108358009	56	20.0
108358010	56	20.0
108358011	56	20.0
108358012	56	20.0
108358013	42	20.0
108358014	42	20.0
108358015	90	20.0
108358016	90	20.0
108358017	90	20.0
108358018	90	20.0
108358019	90	20.0
108358020	72	20.0
108358021	72	20.0
108358022	72	20.0
108358023	72	20.0
108358024	42	20.0
108358025	42	20.0
108358026	42	20.0
108358027	42	20.0
108358028	42	20.0
108358029	42	20.0
108358030	42	20.0
108358031	42	20.0
108358032	56	20.0
108358033	56	20.0
108358034	56	20.0
108358035	72	20.0
108358036	72	20.0
108358037	72	20.0
108358038	56	20.0
108358039	56	20.0
108358040	72	20.0
108358041	72	20.0
108358042	72	20.0
108358043	72	20.0
108358044	72	20.0
108358045	110	20.0
108358046	110	20.0
108358047	132	20.0
108358048	132	20.0
108358049	132	20.0
108358050	110	20.0
108358051	132	20.0
108358052	132	20.0
108358053	132	20.0
108358054	132	20.0
108358055	132	20.0
108358056	132	20.0
108358057	132	20.0
108358058	132	20.0
108358059	132	20.0
108358060	132	20.0
108358061	132	20.0
108358062	182	20.0
108358063	182	20.0
108358064	182	20.0
108358065	182	20.0
108358066	182	20.0
108358067	182	20.0
108358068	182	20.0
108358069	240	20.0
108358070	240	20.0
108358071	240	20.0
108358072	240	20.0
108358073	240	20.0
108358074	240	20.0
108358075	240	20.0
108358076	240	20.0
108358077	210	20.0
108358078	210	20.0
108358079	210	20.0
108358080	210	20.0
108358081	240	20.0
108358082	240	20.0
108358083	240	20.0
108358084	240	20.0
108358085	240	20.0
108358086	240	20.0
108358087	240	20.0
108358088	156	20.0
108358089	156	20.0
108358090	156	20.0
108358091	156	20.0
108358092	156	20.0
108358093	156	20.0
108358094	132	20.0
108358095	132	20.0
108358096	132	20.0
108358097	132	20.0
108358098	132	20.0
108358099	132	20.0
108358100	132	20.0
108358101	156	20.0
108358102	156	20.0
108358103	156	20.0
108358104	156	20.0
108358105	156	20.0
108358106	132	20.0
108358107	132	20.0
108358108	110	20.0
108358109	110	20.0
108358110	110	20.0
108358111	132	20.0
108358112	156	20.0
108358113	182	20.0
108358114	182	20.0
108358115	182	20.0
108358116	182	20.0
108358117	182	20.0
108358118	156	20.0
108358119	132	20.0
108358120	110	20.0
108358121	110	20.0
108358122	132	20.0
108358123	210	20.0
108358124	210	20.0
108358125	182	20.0
108358126	182	20.0
108358127	210	20.0
108358128	240	20.0
108358129	240	20.0
108358130	240	20.0
108358131	240	20.0
108358132	182	20.0
108358133	182	20.0
108358134	272	20.0
108358135	272	20.0
108358136	272	20.0
108358137	272	20.0
108358138	272	20.0
108358139	306	20.0
108358140	306	20.0
108358141	306	20.0
108358142	306	20.0
108358143	240	20.0
108358144	240	20.0
108358145	240	20.0
108358146	240	20.0
108358147	342	20.0
108358148	342	20.0
108358149	342	20.0
108358150	342	20.0
108358151	342	20.0
108358152	342	20.0
108358153	306	20.0
108358154	306	20.0
108358155	306	20.0
108358156	342	20.0
108358157	342	20.0
108358158	342	20.0
108358159	506	20.0
108358160	506	20.0
108358161	506	20.0
108358162	506	20.0
108358163	506	20.0
108358164	506	20.0
108358165	506	20.0
108358166	506	20.0
108358167	506	20.0
108358168	552	20.0
108358169	552	20.0
108358170	552	20.0
108358171	552	20.0
108358172	552	20.0
108358173	552	20.0
108358174	552	20.0
108358175	600	20.0
108358176	600	20.0
108358177	600	20.0
108358178	650	20.0
108358179	650	20.0
108358180	702	20.0
108358181	702	20.0
108358182	702	20.0
108358183	702	20.0
108358184	650	20.0
108358185	650	20.0
108358186	702	20.0
108358187	650	20.0
108358188	600	20.0
108358189	650	20.0
108358190	650	20.0
108358191	756	20.0
108358192	756	20.0
108358193	756	20.0
108358194	650	20.0
108358195	600	20.0
108358196	600	20.0
108358197	600	20.0
108358198	600	20.0
108358199	600	20.0
108358200	552	20.0
108358201	506	20.0
108358202	506	20.0
108358203	506	20.0
108358204	506	20.0
108358205	462	20.0
108358206	380	20.0
108358207	420	20.0
108358208	420	20.0
108358209	420	20.0
108358210	420	20.0
108358211	420	20.0
108358212	420	20.0
108358213	462	20.0
108358214	462	20.0
108358215	462	20.0
108358216	462	20.0
108358217	462	20.0
108358218	462	20.0
108358219	462	20.0
108358220	462	20.0
108358221	462	20.0
108358222	342	20.0
108358223	342	20.0
108358224	342	20.0
108358225	380	20.0
108358226	380	20.0
108358227	420	20.0
108358228	420	20.0
108358229	420	20.0
108358230	462	20.0
108358231	462	20.0
108358232	462	20.0
108358233	462	20.0
108358234	306	20.0
108358235	306	20.0
108358236	306	20.0
108358237	306	20.0
108358238	342	20.0
108358239	306	20.0
108358240	306	20.0
108358241	420	20.0
108358242	420	20.0
108358243	420	20.0
108358244	420	20.0
108358245	420	20.0
108358246	420	20.0
108358247	420	20.0
108358248	420	20.0
108358249	420	20.0
108358250	380	20.0
108358251	380	20.0
108358252	342	20.0
108358253	342	20.0
108358254	380	20.0
108358255	342	20.0
108358256	342	20.0
108358257	342	20.0
108358258	342	20.0
108358259	342	20.0
108358260	342	20.0
108358261	306	20.0
108358262	306	20.0
108358263	272	20.0
108358264	272	20.0
108358265	272	20.0
108358266	210	20.0
108358267	210	20.0
108358268	210	20.0
108358269	210	20.0
108358270	210	20.0
108358271	182	20.0
108358272	182	20.0
108358273	182	20.0
108358274	182	20.0
108358275	182	20.0
108358276	182	20.0
108358277	182	20.0
108358278	182	20.0
108358279	182	20.0
108358280	182	20.0
108358281	156	20.0
108358282	156	20.0
108358283	156	20.0
108358284	156	20.0
108358285	132	20.0
108358286	132	20.0
108358287	156	20.0
108358288	156	20.0
108358289	156	20.0
108358290	156	20.0
108358291	182	20.0
108358292	182	20.0
108358293	182	20.0
108358294	182	20.0
108358295	182	20.0
108358296	182	20.0
108358297	182	20.0
108358298	182	20.0
108358299	182	20.0
108358300	156	20.0
108358301	156	20.0
108358302	156	20.0
108358303	156	20.0
108358304	182	20.0
108358305	132	20.0
108358306	132	20.0
108358307	132	20.0
108358308	132	20.0
108358309	132	20.0
108358310	132	20.0
108358311	132	20.0
108358312	132	20.0
108358313	110	20.0
108358314	110	20.0
108358315	110	20.0
108358316	56	20.0
108358317	56	20.0
108358318	56	20.0
108358319	56	20.0
108358320	56	20.0
108358321	56	20.0
108358322	90	20.0
108358323	90	20.0
108358324	90	20.0
108358325	90	20.0
108358326	90	20.0
108358327	90	20.0
108358328	72	20.0
108358329	72	20.0
108358330	90	20.0
108358331	90	20.0
108358332	90	20.0
108358333	90	20.0
108358334	90	20.0
108358335	90	20.0
108358336	90	20.0
108358337	90	20.0
108358338	90	20.0
108358339	90	20.0
108358340	90	20.0
108358341	110	20.0
108358342	110	20.0
108358343	132	20.0
108358344	210	20.0
108358345	210	20.0
108358346	210	20.0
108358347	210	20.0
108358348	210	20.0
108358349	240	20.0
108358350	240	20.0
108358351	240	20.0
108358352	240	20.0
108358353	240	20.0
108358354	272	20.0
108358355	272	20.0
108358356	272	20.0
108358357	272	20.0
108358358	306	20.0
108358359	306	20.0
108358360	306	20.0
108358361	306	20.0
108358362	272	20.0
108358363	272	20.0
108358364	272	20.0
108358365	272	20.0
108358366	240	20.0
108358367	240	20.0
108358368	240	20.0
108358369	240	20.0
108358370	240	20.0
108358371	240	20.0
108358372	240	20.0
108358373	240	20.0
108358374	240	20.0
108358375	210	20.0
108358376	210	20.0
108358377	182	20.0
108358378	182	20.0
108358379	182	20.0
108358380	182	20.0
108358381	182	20.0
108358382	182	20.0
108358383	182	20.0
108358384	182	20.0
108358385	182	20.0
108358386	182	20.0
108358387	182	20.0
108358388	240	20.0
108358389	272	20.0
108358390	272	20.0
108358391	272	20.0
108358392	272	20.0
108358393	272	20.0
108358394	272	20.0
108358395	272	20.0
108358396	272	20.0
108358397	182	20.0
108358398	210	20.0
108358399	210	20.0
108358400	210	20.0
108358401	210	20.0
108358402	210	20.0
108358403	210	20.0
108358404	210	20.0
108358405	182	20.0
108358406	182	20.0
108358407	182	20.0
108358408	182	20.0
108358409	182	20.0
108358410	182	20.0
108358411	182	20.0
108358412	210	20.0
108358413	210	20.0
108358414	240	20.0
108358415	210	20.0
108358416	182	20.0
108358417	182	20.0
108358418	110	20.0
108358419	110	20.0
108358420	110	20.0
108358421	110	20.0
108358422	110	20.0
108358423	56	20.0
108358424	56	20.0
108358425	56	20.0
108358426	56	20.0
108358427	56	20.0
108358428	42	20.0
108358429	56	20.0
108358430	42	20.0
108358431	42	20.0
108358432	42	20.0
108358433	42	20.0
108358434	42	20.0
108358435	30	20.0
108358436	42	20.0
108358437	42	20.0
108358438	42	20.0
108358439	42	20.0
108358440	42	20.0
108358441	42	20.0
108358442	42	20.0
108358443	42	20.0
108358444	42	20.0
108358445	42	20.0
108358446	42	20.0
108358447	42	20.0
108358448	42	20.0
108358449	42	20.0
108358450	42	20.0
108358451	42	20.0
108358452	42	20.0
108358453	42	20.0
108358454	42	20.0
108358455	42	20.0
108358456	42	20.0
108358457	42	20.0
108358458	42	20.0
108358459	42	20.0
108358460	42	20.0
108358461	42	20.0
108358462	56	20.0
108358463	56	20.0
108358464	42	20.0
108358465	42	20.0
108358466	42	20.0
108358467	30	20.0
108358468	30	20.0
108358469	30	20.0
108358470	30	20.0
108358471	30	20.0
108358472	30	20.0
108358473	42	20.0
108358474	42	20.0
108358475	42	20.0
108358476	42	20.0
108358477	56	20.0
108358478	56	20.0
108358479	56	20.0
108358480	56	20.0
108358481	56	20.0
108358482	56	20.0
108358483	56	20.0
108358484	56	20.0
108358485	56	20.0
108358486	42	20.0
108358487	42	20.0
108358488	42	20.0
108358489	30	20.0
108358490	30	20.0
108358491	30	20.0
108358492	30	20.0
108358493	30	20.0
108358494	30	20.0
108358495	30	20.0
108358496	30	20.0
108358497	30	20.0
108358498	30	20.0
108358499	30	20.0
108358500	30	20.0
108358501	30	20.0
108358502	30	20.0
108358503	20	20.0
108358504	20	20.0
108358505	20	20.0
108358506	20	20.0
108358507	20	20.0
108358508	20	20.0
108358509	20	20.0
108358510	20	20.0
108358511	12	20.0
108358512	12	20.0
108358513	12	20.0
108358514	12	20.0
108358515	12	20.0
108358516	12	20.0
108358517	12	20.0
108358518	12	20.0
108358519	12	20.0
108358520	12	20.0
108358521	12	20.0
108358522	12	20.0
108358523	12	20.0
108358524	12	20.0
108358525	12	20.0
108358526	12	20.0
108358527	12	20.0
108358528	12	20.0
108358529	20	20.0
108358530	20	20.0
108358531	20	20.0
108358532	20	20.0
108358533	20	20.0
108358534	20	20.0
108358535	20	20.0
108358536	12	20.0
108358537	20	20.0
108358538	20	20.0
108358539	20	20.0
108358540	20	20.0
108358541	20	20.0
108358542	30	20.0
108358543	30	20.0
108358544	30	20.0
108358545	42	20.0
108358546	42	20.0
108358547	42	20.0
108358548	30	20.0
108358549	56	20.0
108358550	42	20.0
108358551	42	20.0
108358552	42	20.0
108358553	42	20.0
108358554	42	20.0
108358555	42	20.0
108358556	42	20.0
108358557	56	20.0
108358558	56	20.0
108358559	56	20.0
108358560	56	20.0
108358561	56	20.0
108358562	56	20.0
108358563	56	20.0
108358564	72	20.0
108358565	72	20.0
108358566	90	20.0
108358567	90	20.0
108358568	90	20.0
108358569	90	20.0
108358570	110	20.0
108358571	110	20.0
108358572	110	20.0
108358573	110	20.0
108358574	110	20.0
108358575	110	20.0
108358576	110	20.0
108358577	110	20.0
108358578	132	20.0
108358579	132	20.0
108358580	132	20.0
108358581	132	20.0
108358582	132	20.0
108358583	132	20.0
108358584	132	20.0
108358585	132	20.0
108358586	156	20.0
108358587	210	20.0
108358588	210	20.0
108358589	210	20.0
108358590	210	20.0
108358591	210	20.0
108358592	210	20.0
108358593	210	20.0
108358594	210	20.0
108358595	210	20.0
108358596	210	20.0
108358597	210	20.0
108358598	210	20.0
108358599	210	20.0
108358600	210	20.0
108358601	210	20.0
108358602	240	20.0
108358603	210	20.0
108358604	210	20.0
108358605	210	20.0
108358606	210	20.0
108358607	210	20.0
108358608	182	20.0
108358609	182	20.0
108358610	182	20.0
108358611	182	20.0
108358612	182	20.0
108358613	210	20.0
108358614	210	20.0
108358615	210	20.0
108358616	182	20.0
108358617	210	20.0
108358618	210	20.0
108358619	182	20.0
108358620	182	20.0
108358621	182	20.0
108358622	210	20.0
108358623	210	20.0
108358624	156	20.0
108358625	156	20.0
108358626	156	20.0
108358627	156	20.0
108358628	182	20.0
108358629	182	20.0
108358630	182	20.0
108358631	156	20.0
108358632	156	20.0
108358633	156	20.0
108358634	156	20.0
108358635	156	20.0
108358636	182	20.0
108358637	182	20.0
108358638	182	20.0
108358639	182	20.0
108358640	156	20.0
108358641	156	20.0
108358642	156	20.0
108358643	156	20.0
108358644	132	20.0
108358645	132	20.0
108358646	132	20.0
108358647	156	20.0
108358648	110	20.0
108358649	182	20.0
108358650	182	20.0
108358651	182	20.0
108358652	156	20.0
108358653	156	20.0
108358654	156	20.0
108358655	156	20.0
108358656	156	20.0
108358657	156	20.0
108358658	132	20.0
108358659	132	20.0
108358660	132	20.0
108358661	132	20.0
108358662	132	20.0
108358663	132	20.0
108358664	132	20.0
108358665	156	20.0
108358666	156	20.0
108358667	156	20.0
108358668	156	20.0
108358669	156	20.0
108358670	156	20.0
108358671	182	20.0
108358672	210	20.0
108358673	210	20.0
108358674	240	20.0
108358675	240	20.0
108358676	240	20.0
108358677	210	20.0
108358678	240	20.0
108358679	240	20.0
108358680	272	20.0
108358681	272	20.0
108358682	272	20.0
108358683	272	20.0
108358684	272	20.0
108358685	306	20.0
108358686	342	20.0
108358687	342	20.0
108358688	342	20.0
108358689	306	20.0
108358690	306	20.0
108358691	306	20.0
108358692	306	20.0
108358693	306	20.0
108358694	306	20.0
108358695	306	20.0
108358696	272	20.0
108358697	272	20.0
108358698	272	20.0
108358699	306	20.0
108358700	342	20.0
108358701	342	20.0
108358702	306	20.0
108358703	306	20.0
108358704	306	20.0
108358705	306	20.0
108358706	306	20.0
108358707	306	20.0
108358708	342	20.0
108358709	342	20.0
108358710	342	20.0
108358711	306	20.0
108358712	272	20.0
108358713	306	20.0
108358714	306	20.0
108358715	306	20.0
108358716	306	20.0
108358717	306	20.0
108358718	306	20.0
108358719	306	20.0
108358720	306	20.0
108358721	272	20.0
108358722	272	20.0
108358723	210	20.0
108358724	210	20.0
108358725	240	20.0
108358726	240	20.0
108358727	240	20.0
108358728	272	20.0
108358729	272	20.0
108358730	272	20.0
108358731	272	20.0
108358732	272	20.0
108358733	380	20.0
108358734	380	20.0
108358735	380	20.0
108358736	380	20.0
108358737	380	20.0
108358738	380	20.0
108358739	342	20.0
108358740	342	20.0
108358741	342	20.0
108358742	306	20.0
108358743	306	20.0
108358744	306	20.0
108358745	342	20.0
108358746	342	20.0
108358747	306	20.0
108358748	272	20.0
108358749	272	20.0
108358750	272	20.0
108358751	240	20.0
108358752	272	20.0
108358753	272	20.0
108358754	240	20.0
108358755	240	20.0
108358756	240	20.0
108358757	240	20.0
108358758	210	20.0
108358759	210	20.0
108358760	210	20.0
108358761	182	20.0
108358762	210	20.0
108358763	210	20.0
108358764	210	20.0
108358765	210	20.0
108358766	210	20.0
108358767	210	20.0
108358768	210	20.0
108358769	210	20.0
108358770	210	20.0
108358771	210	20.0
108358772	210	20.0
108358773	182	20.0
108358774	156	20.0
108358775	156	20.0
108358776	156	20.0
108358777	156	20.0
108358778	182	20.0
108358779	182	20.0
108358780	182	20.0
108358781	182	20.0
108358782	182	20.0
108358783	156	20.0
108358784	182	20.0
108358785	182	20.0
108358786	182	20.0
108358787	156	20.0
108358788	156	20.0
108358789	156	20.0
108358790	156	20.0
108358791	156	20.0
108358792	156	20.0
108358793	210	20.0
108358794	210	20.0
108358795	210	20.0
108358796	210	20.0
108358797	182	20.0
108358798	182	20.0
108358799	182	20.0
108358800	132	20.0
108358801	132	20.0
108358802	132	20.0
108358803	156	20.0
108358804	156	20.0
108358805	182	20.0
108358806	182	20.0
108358807	182	20.0
108358808	110	20.0
108358809	110	20.0
108358810	110	20.0
108358811	110	20.0
108358812	110	20.0
108358813	110	20.0
108358814	156	20.0
108358815	156	20.0
108358816	132	20.0
108358817	132	20.0
108358818	132	20.0
108358819	132	20.0
108358820	132	20.0
108358821	132	20.0
108358822	132	20.0
108358823	132	20.0
108358824	132	20.0
108358825	110	20.0
108358826	110	20.0
108358827	110	20.0
108358828	132	20.0
108358829	132	20.0
108358830	132	20.0
108358831	132	20.0
108358832	132	20.0
108358833	132	20.0
108358834	132	20.0
108358835	110	20.0
108358836	110	20.0
108358837	90	20.0
108358838	90	20.0
108358839	90	20.0
108358840	90	20.0
108358841	90	20.0
108358842	110	20.0
108358843	110	20.0
108358844	110	20.0
108358845	110	20.0
108358846	132	20.0
108358847	132	20.0
108358848	132	20.0
108358849	132	20.0
108358850	132	20.0
108358851	156	20.0
108358852	132	20.0
108358853	132	20.0
108358854	132	20.0
108358855	132	20.0
108358856	132	20.0
108358857	110	20.0
108358858	182	20.0
108358859	182	20.0
108358860	182	20.0
108358861	182	20.0
108358862	182	20.0
108358863	182	20.0
108358864	210	20.0
108358865	210	20.0
108358866	182	20.0
108358867	156	20.0
